Age,Workclass,Fnlwgt,EducationNum,MaritalStatus,Occupation,Relationship,Race,Sex,Capital_gain,Capital_loss,HoursPerWeek,NativeCountry
44,Private,130126,15,Divorced,Prof-specialty,Not-in-family,White,1,0,0,45,United-States
39,Private,451059,5,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States
56,Private,435022,10,Divorced,Other-service,Not-in-family,White,0,0,0,50,United-States
51,Private,186303,13,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States
36,Private,206253,10,Never-married,Other-service,Not-in-family,White,0,0,1617,40,United-States
41,Private,190885,9,Divorced,Priv-house-serv,Not-in-family,White,0,0,0,40,Guatemala
17,Private,183066,6,Never-married,Other-service,Own-child,White,0,0,0,40,United-States
19,Private,247679,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,45,United-States
20,Private,145917,10,Never-married,Adm-clerical,Own-child,White,0,0,0,15,United-States
53,Private,324568,7,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,United-States
35,Private,297767,10,Separated,Adm-clerical,Not-in-family,Black,1,0,0,40,United-States
32,Private,257068,10,Married-spouse-absent,Transport-moving,Not-in-family,White,0,0,0,37,United-States
34,Private,204470,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States
37,Self-emp-not-inc,24106,9,Married-civ-spouse,Tech-support,Husband,White,1,0,0,30,United-States
41,Private,198316,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,50,Japan
48,Self-emp-inc,125892,10,Married-civ-spouse,Sales,Husband,White,1,0,0,38,United-States
49,Private,245305,6,Married-civ-spouse,Transport-moving,Husband,Black,1,0,0,42,United-States
41,Private,193626,9,Married-spouse-absent,Craft-repair,Unmarried,White,0,0,0,40,United-States
34,Private,122616,10,Married-civ-spouse,Tech-support,Husband,White,1,0,0,84,United-States
45,Private,242552,10,Never-married,Sales,Not-in-family,Black,1,0,0,40,United-States
20,Private,224059,9,Never-married,Other-service,Not-in-family,White,1,0,0,40,United-States
33,,182771,13,Never-married,,Own-child,Asian-Pac-Islander,1,0,0,80,Philippines
18,,189041,9,Never-married,,Other-relative,White,1,0,0,40,United-States
17,Private,132636,7,Never-married,Sales,Own-child,White,0,0,0,15,United-States
32,Private,137076,10,Married-civ-spouse,Exec-managerial,Husband,White,1,15024,0,60,United-States
36,Private,231052,9,Separated,Other-service,Unmarried,Black,0,0,0,35,United-States
46,Private,117313,5,Separated,Machine-op-inspct,Not-in-family,White,0,0,0,40,Ireland
36,Private,214378,9,Divorced,Prof-specialty,Own-child,White,0,0,0,40,United-States
21,Private,262819,10,Never-married,Other-service,Not-in-family,White,0,0,0,20,United-States
36,Private,219483,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,United-States
36,Self-emp-not-inc,28738,12,Divorced,Sales,Unmarried,White,0,0,0,35,United-States
24,Private,326334,13,Never-married,Prof-specialty,Own-child,White,1,0,0,20,United-States
59,Private,329059,13,Never-married,Craft-repair,Not-in-family,White,1,0,0,50,United-States
68,Private,236943,5,Divorced,Farming-fishing,Not-in-family,Black,1,0,0,20,United-States
31,Private,37546,13,Married-civ-spouse,Exec-managerial,Wife,White,0,0,1902,35,United-States
18,Private,188476,7,Never-married,Exec-managerial,Own-child,White,1,0,0,20,United-States
34,Private,73199,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,1,0,0,40,Philippines
42,,240027,9,Divorced,,Not-in-family,Black,0,0,0,40,United-States
74,Private,260669,6,Divorced,Other-service,Not-in-family,White,0,0,0,1,United-States
24,Private,403671,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,60,United-States
22,Private,275385,10,Never-married,Other-service,Other-relative,White,1,0,0,25,United-States
54,Private,153486,9,Divorced,Transport-moving,Not-in-family,White,1,0,0,56,United-States
35,Private,403037,9,Separated,Adm-clerical,Unmarried,White,0,0,0,40,United-States
22,Private,383603,10,Never-married,Adm-clerical,Own-child,White,0,0,0,40,United-States
17,,659273,7,Never-married,,Own-child,Black,0,0,0,40,Trinadad&Tobago
31,Private,175548,9,Never-married,Other-service,Not-in-family,Other,0,0,0,35,United-States
37,Private,170020,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
23,Private,175837,7,Never-married,Farming-fishing,Other-relative,White,0,0,0,40,Puerto-Rico
33,Private,193042,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,60,United-States
20,Private,215232,10,Never-married,Exec-managerial,Own-child,White,0,0,0,10,United-States
36,Private,165799,14,Married-civ-spouse,Sales,Husband,White,1,0,0,50,United-States
44,Private,54310,14,Married-civ-spouse,Prof-specialty,Husband,White,1,7298,0,40,United-States
47,Private,114754,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States
26,Private,433906,12,Never-married,Other-service,Not-in-family,White,1,0,0,40,United-States
38,Self-emp-not-inc,257250,9,Never-married,Farming-fishing,Not-in-family,White,1,0,0,52,United-States
22,Federal-gov,32950,10,Married-civ-spouse,Sales,Husband,White,1,0,1902,37,United-States
70,Local-gov,88638,14,Never-married,Prof-specialty,Unmarried,White,0,7896,0,50,United-States
23,Private,376416,9,Never-married,Transport-moving,Own-child,White,1,0,0,40,United-States
29,Private,176037,11,Divorced,Tech-support,Not-in-family,Black,1,14344,0,40,United-States
26,Private,34112,11,Never-married,Other-service,Not-in-family,White,1,0,0,40,United-States
22,Self-emp-inc,269583,4,Married-civ-spouse,Craft-repair,Husband,White,1,2580,0,40,United-States
53,Local-gov,132304,10,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,United-States
28,Local-gov,154863,5,Married-civ-spouse,Craft-repair,Husband,Black,1,0,0,40,Trinadad&Tobago
44,Self-emp-not-inc,274562,9,Never-married,Craft-repair,Not-in-family,White,1,14344,0,40,United-States
73,Private,349347,4,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,25,United-States
38,Private,31053,9,Divorced,Exec-managerial,Unmarried,White,0,0,0,40,United-States
50,State-gov,161075,9,Widowed,Tech-support,Unmarried,Black,0,0,0,40,United-States
45,Private,26522,10,Married-civ-spouse,Adm-clerical,Wife,White,0,0,1902,35,United-States
29,Private,116613,13,Never-married,Adm-clerical,Own-child,White,0,0,0,40,Portugal
32,Private,229051,10,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
26,Self-emp-not-inc,102476,9,Never-married,Craft-repair,Own-child,White,1,0,0,50,United-States
19,Private,106306,10,Divorced,Other-service,Own-child,White,0,0,0,40,United-States
53,Private,89400,10,Widowed,Exec-managerial,Unmarried,White,0,0,0,40,United-States
46,State-gov,106705,14,Never-married,Exec-managerial,Not-in-family,White,0,0,0,38,United-States
20,Private,117244,9,Never-married,Machine-op-inspct,Unmarried,White,0,0,0,45,United-States
54,Local-gov,31533,14,Married-civ-spouse,Adm-clerical,Husband,White,1,7298,0,40,United-States
30,Self-emp-not-inc,65278,12,Never-married,Craft-repair,Own-child,White,1,0,0,40,United-States
23,Private,111450,8,Never-married,Other-service,Unmarried,Black,1,0,0,38,United-States
23,Private,166371,10,Never-married,Tech-support,Own-child,White,1,0,0,60,United-States
30,Private,19847,10,Divorced,Tech-support,Own-child,White,0,0,0,40,United-States
72,Private,74141,5,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,0,0,0,48,United-States
46,Private,29437,12,Married-civ-spouse,Sales,Husband,White,1,0,0,50,United-States
22,Private,308205,3,Never-married,Farming-fishing,Other-relative,White,1,0,0,40,Mexico
37,Private,58337,10,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,United-States
34,Private,248754,7,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,40,United-States
19,Private,258633,10,Never-married,Other-service,Not-in-family,White,0,0,0,30,United-States
30,Private,130078,13,Never-married,Sales,Not-in-family,White,0,0,0,45,United-States
51,Private,48343,14,Married-civ-spouse,Exec-managerial,Husband,White,1,7298,0,50,United-States
38,Private,186145,10,Married-civ-spouse,Sales,Wife,White,0,0,0,40,United-States
34,Private,206609,10,Never-married,Sales,Unmarried,White,1,0,0,35,United-States
33,Private,287908,10,Married-civ-spouse,Transport-moving,Husband,Black,1,0,0,50,United-States
21,Private,154422,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,0,0,0,40,United-States
74,,89667,13,Widowed,,Not-in-family,Other,0,0,0,35,United-States
54,,135840,10,Married-civ-spouse,,Husband,White,1,0,0,50,United-States
29,Private,253003,9,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,16,United-States
58,State-gov,300623,9,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,United-States
50,Private,98228,9,Divorced,Sales,Unmarried,White,0,0,0,45,United-States
53,Self-emp-inc,110445,10,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,60,United-States
46,Private,191357,13,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,United-States
50,Private,184424,10,Married-civ-spouse,Adm-clerical,Wife,White,0,0,1902,38,United-States
35,Private,339772,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,1,0,0,40,United-States
20,Private,266015,10,Never-married,Sales,Own-child,Black,1,0,0,44,United-States
31,Private,118710,14,Married-civ-spouse,Tech-support,Husband,White,1,0,1902,40,United-States
42,Private,125461,13,Never-married,Sales,Unmarried,White,1,0,0,40,United-States
46,Self-emp-inc,204928,10,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States
49,Local-gov,120451,6,Separated,Other-service,Unmarried,Black,0,0,0,40,United-States
20,Local-gov,271354,9,Never-married,Adm-clerical,Own-child,White,1,0,0,40,United-States
42,Self-emp-not-inc,170721,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,2002,40,United-States
28,Private,31842,13,Never-married,Exec-managerial,Own-child,White,1,0,0,40,United-States
21,Private,250051,10,Never-married,Prof-specialty,Own-child,White,0,0,0,10,United-States
21,,140012,10,Never-married,,Own-child,White,1,0,0,20,United-States
43,Private,168412,9,Married-civ-spouse,Sales,Other-relative,White,0,0,0,44,Poland
54,Private,159755,10,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,United-States
51,Federal-gov,36186,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
35,Private,290226,9,Never-married,Exec-managerial,Not-in-family,White,1,0,0,45,United-States
33,Local-gov,256529,9,Separated,Other-service,Own-child,White,0,0,0,80,United-States
35,Private,144937,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,42,United-States
34,Private,180714,10,Married-civ-spouse,Transport-moving,Husband,Black,1,0,2179,40,United-States
53,Private,79324,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
25,Private,274228,9,Married-civ-spouse,Tech-support,Husband,White,1,0,0,84,United-States
51,Self-emp-inc,304955,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States
29,Private,187073,13,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,United-States
36,Self-emp-not-inc,609935,13,Married-civ-spouse,Transport-moving,Husband,Black,1,0,0,48,
19,Private,112269,10,Never-married,Other-service,Other-relative,White,0,0,0,40,United-States
51,Private,104748,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,United-States
64,Private,239450,10,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States
54,Local-gov,185846,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1977,40,United-States
34,Private,112584,6,Divorced,Other-service,Unmarried,White,0,0,0,38,United-States
21,State-gov,48121,10,Never-married,Exec-managerial,Own-child,White,1,0,1602,10,United-States
33,Private,150570,13,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States
50,Private,121411,8,Divorced,Transport-moving,Not-in-family,White,1,0,0,40,United-States
50,Private,217577,9,Widowed,Machine-op-inspct,Unmarried,White,0,0,0,40,United-States
37,Private,126743,2,Married-civ-spouse,Other-service,Husband,White,1,0,0,53,Mexico
36,Private,153078,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,0,0,60,
36,Self-emp-inc,164866,12,Separated,Exec-managerial,Not-in-family,White,1,0,0,50,United-States
44,Private,157249,13,Married-civ-spouse,Prof-specialty,Husband,Black,1,0,1977,50,United-States
47,Private,73394,10,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,50,United-States
18,,137363,10,Never-married,,Own-child,White,0,0,0,4,United-States
37,Local-gov,593246,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,50,United-States
25,Private,391192,10,Never-married,Sales,Own-child,White,1,0,0,24,United-States
46,Private,42251,10,Married-civ-spouse,Sales,Husband,White,1,0,0,45,United-States
46,Self-emp-not-inc,28281,13,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,United-States
36,Private,173804,10,Never-married,Sales,Not-in-family,White,0,0,0,35,United-States
51,Self-emp-inc,192973,13,Married-civ-spouse,Protective-serv,Husband,Black,1,0,0,40,United-States
34,State-gov,118551,13,Married-civ-spouse,Tech-support,Own-child,White,0,5178,0,25,
18,,91670,10,Never-married,,Own-child,Asian-Pac-Islander,0,0,0,40,United-States
36,Local-gov,212856,7,Never-married,Other-service,Unmarried,White,0,0,0,23,United-States
70,,410980,10,Married-civ-spouse,,Husband,White,1,0,0,10,United-States
33,Private,222654,13,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,United-States
34,Local-gov,205704,14,Never-married,Prof-specialty,Not-in-family,White,1,0,0,35,United-States
18,Private,210311,9,Never-married,Sales,Own-child,White,0,0,0,20,United-States
53,Private,194791,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,45,United-States
47,Private,191277,10,Married-civ-spouse,Sales,Husband,White,1,0,0,50,United-States
43,Private,195258,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States
30,Local-gov,169020,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
29,Private,370242,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
25,Private,427744,6,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States
61,Private,241013,4,Widowed,Farming-fishing,Not-in-family,Black,1,0,0,40,United-States
43,Federal-gov,156996,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,0,2415,55,
31,,82473,5,Divorced,,Not-in-family,White,0,0,0,25,United-States
19,Private,166153,9,Never-married,Sales,Own-child,White,0,0,0,30,United-States
19,Private,43937,10,Never-married,Other-service,Other-relative,White,0,0,0,20,United-States
58,Self-emp-not-inc,163047,13,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,United-States
57,Private,206206,13,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States
49,Private,314773,11,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
42,Private,413297,10,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,United-States
40,Private,197923,13,Never-married,Adm-clerical,Unmarried,Black,0,2977,0,40,United-States
22,,228480,9,Married-civ-spouse,,Own-child,White,0,0,0,20,United-States
24,Private,200089,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,60,Mexico
31,Private,204052,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States
19,Private,183589,10,Never-married,Transport-moving,Own-child,White,1,0,0,25,United-States
44,Private,167005,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,48,United-States
48,State-gov,118330,13,Married-civ-spouse,Exec-managerial,Husband,White,1,5178,0,40,United-States
61,Private,219886,10,Married-civ-spouse,Tech-support,Wife,White,0,0,0,40,United-States
50,Private,75472,9,Married-civ-spouse,Craft-repair,Husband,White,1,4386,0,40,
53,Private,72257,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,55,United-States
39,Self-emp-inc,189092,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,United-States
19,Private,375077,9,Never-married,Sales,Own-child,White,1,0,0,50,United-States
24,Private,204653,10,Never-married,Craft-repair,Own-child,White,1,0,0,40,United-States
33,Private,159888,7,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
43,Private,201723,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1902,40,United-States
23,,62507,10,Never-married,,Not-in-family,White,0,0,0,12,United-States
47,Self-emp-inc,156728,9,Married-civ-spouse,Sales,Husband,White,1,0,0,55,United-States
32,Private,313835,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
27,,129661,11,Married-civ-spouse,,Wife,Amer-Indian-Eskimo,0,0,0,40,United-States
51,Private,289572,13,Married-civ-spouse,Sales,Husband,White,1,7688,0,50,United-States
61,Private,163393,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,20,United-States
20,,216563,7,Never-married,,Other-relative,White,1,0,0,40,United-States
40,Self-emp-not-inc,177810,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,30,United-States
54,State-gov,137065,16,Never-married,Exec-managerial,Not-in-family,White,0,0,0,40,United-States
61,Private,115023,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,1887,60,United-States
59,Self-emp-not-inc,148526,10,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States
38,Private,190776,12,Divorced,Craft-repair,Unmarried,White,0,0,0,40,United-States
59,Private,202682,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
39,Private,379350,6,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
41,Private,187802,10,Divorced,Tech-support,Not-in-family,White,1,0,0,50,United-States
75,Self-emp-not-inc,92792,9,Married-civ-spouse,Sales,Husband,White,1,0,0,35,United-States
41,Private,220531,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States
36,Private,74791,13,Married-civ-spouse,Sales,Wife,White,1,0,0,60,
35,Self-emp-not-inc,185848,9,Never-married,Exec-managerial,Not-in-family,White,1,4650,0,50,United-States
33,Private,111567,11,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,United-States
29,Private,112754,10,Never-married,Craft-repair,Own-child,White,1,0,0,40,United-States
